
01.03.24.218105,-0.06806695,0.8539739,-0.7449863
01.03.24.235651,-0.06905282,0.8540823,-0.7446854
01.03.24.606646,-0.07026958,0.8481901,-0.7443283
01.03.24.632715,-0.07019627,0.8486042,-0.744429
01.03.24.643745,-0.06961977,0.8485272,-0.7445316
01.03.24.654273,-0.06941485,0.8486862,-0.7444102
01.03.24.660791,-0.06919742,0.8488326,-0.7442625
01.03.24.668812,-0.06908023,0.8490627,-0.744226
01.03.24.679842,-0.06917441,0.8491526,-0.7443843
01.03.24.690871,-0.06905258,0.8492608,-0.7446069
01.03.24.701901,-0.06900954,0.8493059,-0.7445349
01.03.24.713432,-0.06880534,0.8493748,-0.7445381
01.03.24.723960,-0.0686295,0.8492868,-0.7445209
01.03.24.734990,-0.0685221,0.8493571,-0.7444866
01.03.24.746019,-0.06816125,0.849364,-0.7443208
01.03.24.759054,-0.0680362,0.8492055,-0.7442957
01.03.24.773593,-0.0678674,0.8491273,-0.7443836
01.03.24.779610,-0.0675528,0.8491905,-0.7443624
01.03.24.790639,-0.06735384,0.8492215,-0.7444352
01.03.24.801669,-0.06730115,0.8493888,-0.7443497
01.03.24.812698,-0.06730235,0.849283,-0.744488
01.03.24.824229,-0.06718528,0.8493493,-0.744543
01.03.24.834757,-0.06724727,0.8495059,-0.7444189
01.03.24.845787,-0.06716716,0.8494611,-0.7444178
01.03.24.856816,-0.06701386,0.8494563,-0.744324
01.03.24.868347,-0.06688249,0.8495429,-0.7443126
01.03.24.879376,-0.06678843,0.8495598,-0.7442557
01.03.24.890407,-0.06648862,0.8494477,-0.7442118
01.03.24.901436,-0.06640732,0.8495321,-0.7439725
01.03.24.912966,-0.06622624,0.8496878,-0.7438034
01.03.24.928508,-0.06615853,0.8499072,-0.7437258
01.03.24.935026,-0.06579375,0.8497996,-0.7436339
01.03.24.946055,-0.06555271,0.8499815,-0.7434376
01.03.24.957085,-0.06544542,0.8502195,-0.7433716
01.03.24.968115,-0.06538463,0.8505497,-0.7432644
01.03.24.979145,-0.06535506,0.8506467,-0.7432405
01.03.24.990675,-0.06521726,0.8508329,-0.7431526
01.03.25.001705,-0.06533813,0.8512008,-0.742934
01.03.25.012735,-0.06514513,0.8515007,-0.742854
01.03.25.023763,-0.06498015,0.8515275,-0.7426993
01.03.25.034794,-0.06475699,0.8516116,-0.7428169
01.03.25.046325,-0.06472445,0.8516915,-0.7428373
01.03.25.057855,-0.06464481,0.8516264,-0.7427329
01.03.25.069887,-0.06445789,0.8514524,-0.7427034
01.03.25.084927,-0.06434321,0.8516064,-0.7426372
01.03.25.090443,-0.06442881,0.8517475,-0.7427369
01.03.25.101472,-0.06450045,0.8518496,-0.7427294
01.03.25.112502,-0.06459534,0.8519986,-0.7427967
01.03.25.123532,-0.06468189,0.8522489,-0.7429224
01.03.25.134561,-0.06487668,0.8524709,-0.7428173
01.03.25.146594,-0.0649066,0.8526566,-0.7428445
01.03.25.157121,-0.06494331,0.8528106,-0.7428263
01.03.25.168150,-0.06496406,0.8531826,-0.7430925
01.03.25.179180,-0.06508362,0.8534958,-0.7432068
01.03.25.190210,-0.0652405,0.8539176,-0.7433348
01.03.25.201741,-0.06537378,0.854435,-0.7434639
01.03.25.212270,-0.06559968,0.8547108,-0.7436243
01.03.25.223800,-0.06563449,0.8551602,-0.7436872
01.03.25.239342,-0.06568742,0.8555946,-0.7436687
01.03.25.245860,-0.0655899,0.8562691,-0.7437021
01.03.25.256889,-0.06542504,0.8569114,-0.7436215
01.03.25.267919,-0.06520772,0.8575296,-0.7436962
01.03.25.278948,-0.06505394,0.8586226,-0.7438139
01.03.25.290479,-0.06464434,0.8599584,-0.7437847
01.03.25.301509,-0.06418633,0.861394,-0.7436562
01.03.25.312537,-0.06362653,0.8630558,-0.7437738
01.03.25.323567,-0.06318414,0.8647772,-0.743965
01.03.25.335098,-0.06248868,0.8667648,-0.7440722
01.03.25.351141,-0.06223595,0.8688065,-0.7442568
01.03.25.362671,-0.06161213,0.8708389,-0.7443403
01.03.25.374204,-0.06123018,0.8734107,-0.7443582
01.03.25.391248,-0.06095338,0.8761069,-0.7445515
01.03.25.396764,-0.06059337,0.8786788,-0.7447466
01.03.25.406810,-0.06043291,0.8814691,-0.7450171
01.03.25.417820,-0.06026006,0.8841873,-0.7450392
01.03.25.428849,-0.06049728,0.8869995,-0.7453227
01.03.25.439879,-0.06131935,0.8896471,-0.7458155
01.03.25.450909,-0.06174982,0.8924505,-0.7462788
01.03.25.462439,-0.06255436,0.8954349,-0.7468126
01.03.25.473465,-0.063434,0.898542,-0.747453
01.03.25.484495,-0.0642345,0.901917,-0.7480984
01.03.25.495523,-0.06507385,0.9053619,-0.7485365
01.03.25.506553,-0.06595099,0.9089952,-0.7489961
01.03.25.517584,-0.06701827,0.9129744,-0.7496517
01.03.25.529114,-0.06766117,0.9164592,-0.7501656
01.03.25.544154,-0.06870604,0.9203578,-0.7505202
01.03.25.550671,-0.06980133,0.9242725,-0.7511389
01.03.25.562202,-0.07076132,0.9278698,-0.7516155
01.03.25.573232,-0.0718447,0.9316086,-0.7521173
01.03.25.584262,-0.07312477,0.9350635,-0.7525309
01.03.25.595290,-0.07432508,0.9386617,-0.7528486
01.03.25.606321,-0.07554233,0.9422309,-0.7530562
01.03.25.617350,-0.07673526,0.9458154,-0.7534744
01.03.25.628882,-0.07797408,0.9495676,-0.7537991
01.03.25.639910,-0.07891941,0.9531043,-0.7541745
01.03.25.650939,-0.08003986,0.9567856,-0.7544461
01.03.25.661971,-0.08121848,0.9606988,-0.7545687
01.03.25.672999,-0.08217573,0.9646248,-0.7546411
01.03.25.684028,-0.08319712,0.9683214,-0.7548227
01.03.25.700574,-0.08395362,0.9724495,-0.7550308
01.03.25.707090,-0.08455276,0.9765581,-0.755374
01.03.25.718119,-0.08537483,0.9805008,-0.7557187
01.03.25.729150,-0.08597183,0.9844452,-0.7558591
01.03.25.739677,-0.08659577,0.9889106,-0.7562226
01.03.25.750708,-0.08724046,0.9932641,-0.7564549
01.03.25.762238,-0.08814526,0.998417,-0.7567167
01.03.25.772767,-0.08891344,1.003509,-0.7568336
01.03.25.784298,-0.08977187,1.008463,-0.756973
01.03.25.795327,-0.0904597,1.013844,-0.7570365
01.03.25.806357,-0.09106278,1.019377,-0.7572656
01.03.25.817385,-0.09178996,1.024852,-0.7574967
01.03.25.828415,-0.09238899,1.030191,-0.7577094
01.03.25.839947,-0.09284627,1.035608,-0.758214
01.03.25.856491,-0.09350729,1.04098,-0.7585863
01.03.25.862507,-0.0942415,1.046464,-0.7588242
01.03.25.873037,-0.09490585,1.052004,-0.7591324
01.03.25.884065,-0.09536588,1.057698,-0.7593206
01.03.25.895095,-0.09584916,1.063595,-0.7595904
01.03.25.906125,-0.09624434,1.069532,-0.7596985
01.03.25.917654,-0.09671175,1.07548,-0.7598495
01.03.25.928684,-0.09700716,1.081143,-0.7599123
01.03.25.939212,-0.09729087,1.086922,-0.7597579
01.03.25.950743,-0.09763622,1.09263,-0.7596
01.03.25.961773,-0.09801054,1.098529,-0.7595165
01.03.25.972802,-0.09820437,1.104325,-0.7595069
01.03.25.983833,-0.09859359,1.109975,-0.7593788
01.03.25.995363,-0.09918594,1.115812,-0.759258
01.03.26.012410,-0.09964776,1.121433,-0.7592255
01.03.26.017924,-0.1000278,1.127224,-0.7591261
01.03.26.028453,-0.1004403,1.133026,-0.7591617
01.03.26.039481,-0.1009655,1.138784,-0.7591221
01.03.26.050510,-0.1014948,1.144731,-0.7594222
01.03.26.062041,-0.1022168,1.150466,-0.7597743
01.03.26.072571,-0.1031233,1.155988,-0.760092
01.03.26.084101,-0.103807,1.161585,-0.7606825
01.03.26.095130,-0.1046966,1.167262,-0.761556
